Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
C3-T007G_S118_L099_R1_cmb	37.7931037766573	35.0	63.98066604140799	18.181818181818183	2554676.0
C3-T037G_S214_L099_R1_cmb	37.387885366305895	35.0	64.46145197128038	18.181818181818183	2536524.0
C4-T004FX_S222_L099_R1_cmb	56.110009852316495	37.0	64.78789602514955	27.27272727272727	2974527.0
C4-T128F_S126_L099_R1_cmb	53.55880484426429	36.0	61.774092274092276	27.27272727272727	2754576.0
C5-T012FX_S230_L099_R1_cmb	52.92272968731759	36.0	62.5763972434638	27.27272727272727	2657393.0
C5-T136F_S134_L099_R1_cmb	46.910674449287285	36.0	61.532733216759716	9.090909090909092	2960647.0
C6-T132G_S142_L099_R1_cmb	34.385741839499474	35.0	64.03087231840587	18.181818181818183	2394378.0
C7-T051F_S150_L099_R1_cmb	66.01511392911739	41.0	66.54579438062677	36.36363636363637	942703.0
C8-T112F_S158_L099_R1_cmb	51.71343762824464	36.0	61.72168003674914	27.27272727272727	2555706.0
C9-T057G_S166_L099_R1_cmb	37.38652925224074	34.0	62.83969538326708	18.181818181818183	3277036.0
D1-T004F_S103_L099_R1_cmb	61.60017921732458	38.0	64.99564385422288	27.27272727272727	2292623.0
D1-T034F_S199_L099_R1_cmb	49.260760515726844	36.0	62.91834858665702	9.090909090909092	2565124.0
D10-T019F_S175_L099_R1_cmb	50.3959614416413	36.0	60.25777261717909	27.27272727272727	2805876.0
D11-T014G_S183_L099_R1_cmb	35.36665907486655	35.0	63.893236208004694	18.181818181818183	2970183.0
D12-T026G_S191_L099_R1_cmb	35.21982903077307	34.0	63.074355272257876	18.181818181818183	3150671.0
D2-T012F_S111_L099_R1_cmb	55.92395890344658	36.0	62.30708441378791	18.181818181818183	2869934.0
D2-T029G_S207_L099_R1_cmb	32.907371968098204	35.0	63.225205917409056	18.181818181818183	3000232.0
D3-T008G_S119_L099_R1_cmb	39.09880196870045	35.0	63.16308503004672	18.181818181818183	3864481.0
D3-T038G_S215_L099_R1_cmb	36.829180309444965	35.0	63.703801300197554	18.181818181818183	3203667.0
D4-T005FX_S223_L099_R1_cmb	56.51749559024158	36.0	62.984371648846	27.27272727272727	2620366.0
D4-T129F_S127_L099_R1_cmb	56.181170859866924	36.0	61.19258857466272	27.27272727272727	3141474.0
D5-T137F_S135_L099_R1_cmb	50.74105401431086	36.0	61.12692786630284	18.181818181818183	2728794.0
D6-T133G_S143_L099_R1_cmb	39.366428906568615	35.0	64.34050238362707	18.181818181818183	3641719.0
D7-T052F_S151_L099_R1_cmb	52.16421338869231	35.0	61.35504727226268	27.27272727272727	3130800.0
D8-T046G_S159_L099_R1_cmb	36.29734698177891	35.0	63.653520447924116	18.181818181818183	3016761.0
D9-T058G_S167_L099_R1_cmb	36.31014011327027	34.0	62.49474457225496	18.181818181818183	3503711.0
E1-T005F_S104_L099_R1_cmb	59.11460572263078	38.0	63.949923817131136	27.27272727272727	1867874.0
E1-T035F_S200_L099_R1_cmb	45.568826029749275	36.0	64.2227980503033	18.181818181818183	2572913.0
E10-T021F_S176_L099_R1_cmb	39.0948710704614	35.0	61.65368994529769	18.181818181818183	2702994.0
E11-T015G_S184_L099_R1_cmb	33.89036582386605	35.0	63.22268763371915	18.181818181818183	3045095.0
E12-T027G_S192_L099_R1_cmb	32.94400168393797	35.0	63.935271537259574	18.181818181818183	2414641.0
E2-T001G_S112_L099_R1_cmb	37.52633153934718	35.0	63.06205136491902	18.181818181818183	2995196.0
E2-T030G_S208_L099_R1_cmb	34.15222788359961	35.0	64.69890578278616	18.181818181818183	3122232.0
E3-T009G_S120_L099_R1_cmb	38.54940115994876	34.0	63.173048245521315	18.181818181818183	3311354.0
E3-T039G_S216_L099_R1_cmb	36.722272819001574	35.0	64.00457705506555	18.181818181818183	2299732.0
E4-T006FX_S224_L099_R1_cmb	52.104122573344206	36.0	61.93524072127448	27.27272727272727	2619918.0
E4-T130F_S128_L099_R1_cmb	53.612727076242656	38.0	65.6075031516506	27.27272727272727	2361461.0
E5-T126G_S136_L099_R1_cmb	36.48700910449841	35.0	63.75327874438264	18.181818181818183	2890817.0
E6-T134G_S144_L099_R1_cmb	34.54003297143093	35.0	63.94959795529763	18.181818181818183	3354229.0
E7-T055F_S152_L099_R1_cmb	51.79004232003613	36.0	61.73951546562055	27.27272727272727	2996485.0
E8-T047G_S160_L099_R1_cmb	35.89863003194702	35.0	63.724325229962766	18.181818181818183	3300643.0
E9-T110G_S168_L099_R1_cmb	35.58945925559381	35.0	63.24960434033961	18.181818181818183	2987416.0
F1-T006F_S105_L099_R1_cmb	55.678028523745795	38.0	62.76983600537765	27.27272727272727	2026164.0
F1-T036F_S201_L099_R1_cmb	48.1334726305914	36.0	62.47312027219221	18.181818181818183	2007405.0
F10-T023F_S177_L099_R1_cmb	49.22676980455136	35.0	61.66794850118644	18.181818181818183	2915873.0
F11-T016G_S185_L099_R1_cmb	33.827608754542126	34.0	63.26586018256288	18.181818181818183	2722021.0
F12-T118G_S193_L099_R1_cmb	35.10108561684308	35.0	64.23736969664019	18.181818181818183	2391055.0
F2-T002G_S113_L099_R1_cmb	36.28460718644158	35.0	62.966447569453955	18.181818181818183	2372615.0
F2-T031G_S209_L099_R1_cmb	36.31027833456418	35.0	64.1489101013023	9.090909090909092	2305673.0
F3-T010G_S121_L099_R1_cmb	38.07951668987377	35.0	63.4950585949181	18.181818181818183	2859207.0
F3-T040G_S217_L099_R1_cmb	38.190707320268366	35.0	63.949912904324655	9.090909090909092	2894518.0
F4-T007FX_S225_L099_R1_cmb	56.71825467019131	38.0	66.00940218247402	27.27272727272727	2075901.0
F4-T131F_S129_L099_R1_cmb	55.84410969380376	37.0	63.44807316606132	27.27272727272727	3248282.0
F5-T127G_S137_L099_R1_cmb	37.52517935954349	35.0	64.11498258559928	18.181818181818183	2418975.0
F6-T135G_S145_L099_R1_cmb	38.00115417092426	35.0	64.33067241100443	18.181818181818183	2720360.0
F7-T056F_S153_L099_R1_cmb	53.25611643087218	37.0	63.095411198072476	27.27272727272727	2470318.0
F8-T049G_S161_L099_R1_cmb	34.43558182495951	34.0	63.22801433931094	18.181818181818183	2767497.0
F9-T111G_S169_L099_R1_cmb	32.12130220416928	35.0	65.04396624347365	18.181818181818183	1819737.0
G1-T007F_S106_L099_R1_cmb	62.88806793327541	38.0	65.00088507425153	27.27272727272727	2449512.0
G1-T037F_S202_L099_R1_cmb	51.828623703486116	37.0	62.740946433182124	27.27272727272727	2273441.0
G10-T025F_S178_L099_R1_cmb	45.14377667620681	36.0	63.58246625238757	18.181818181818183	2611444.0
G11-T017G_S186_L099_R1_cmb	35.73382886779167	34.0	63.66136220721475	18.181818181818183	2687550.0
G12-T119G_S194_L099_R1_cmb	36.46991955086855	34.0	63.32610151017944	18.181818181818183	2979977.0
G2-T003G_S114_L099_R1_cmb	37.45420973747138	35.0	62.969976124169094	9.090909090909092	2708178.0
G2-T033G_S210_L099_R1_cmb	33.714981902555635	34.0	63.80752755608745	18.181818181818183	2345489.0
G3-T011G_S122_L099_R1_cmb	36.74579630803224	35.0	63.10106476286709	18.181818181818183	2947229.0
G3-T041G_S218_L099_R1_cmb	39.306396432981515	35.0	65.09343631471467	18.181818181818183	2975813.0
G4-T008FX_S226_L099_R1_cmb	55.87227366361718	37.0	62.99590220548918	18.181818181818183	1961787.0
G4-T132F_S130_L099_R1_cmb	52.957388853454574	36.0	61.066562110682845	27.27272727272727	2393614.0
G5-T128G_S138_L099_R1_cmb	36.8218876945536	35.0	64.38048306103805	9.090909090909092	2934743.0
G6-T136G_S146_L099_R1_cmb	38.136624207522374	35.0	63.960603932053864	18.181818181818183	2647980.0
G7-T057F_S154_L099_R1_cmb	55.12938881111179	36.0	61.1890463125749	27.27272727272727	3287660.0
G8-T051G_S162_L099_R1_cmb	54.81780276533754	39.0	70.86736771566278	36.36363636363637	775980.0
G9-T112G_S170_L099_R1_cmb	34.907168098973656	34.0	63.462113672376454	18.181818181818183	3397149.0
H1-T008F_S107_L099_R1_cmb	60.197015235188346	37.0	63.39457031369797	27.27272727272727	2771615.0
H1-T038F_S203_L099_R1_cmb	54.29164096415521	37.0	64.05381106372667	27.27272727272727	2409839.0
H10-T026F_S179_L099_R1_cmb	49.611015006052824	36.0	60.26421184196955	9.090909090909092	2549863.0
H11-T019G_S187_L099_R1_cmb	37.437721907203134	35.0	64.1831270974922	18.181818181818183	2788151.0
H12-T029F_S195_L099_R1_cmb	51.397663869484035	37.0	64.84922437663818	27.27272727272727	2677137.0
H2-T004G_S115_L099_R1_cmb	36.250288851295856	35.0	63.47991568495381	18.181818181818183	2454129.0
H2-T034G_S211_L099_R1_cmb	32.92468248017059	35.0	63.94682955352097	18.181818181818183	2956981.0
H3-T001FX_S219_L099_R1_cmb	59.798716309109324	38.0	65.34250442556392	27.27272727272727	2366930.0
H3-T012G_S123_L099_R1_cmb	39.13875331751087	35.0	63.54309757244451	18.181818181818183	2611516.0
H4-T009FX_S227_L099_R1_cmb	53.35230232275752	36.0	61.7664947576691	27.27272727272727	2368889.0
H4-T133F_S131_L099_R1_cmb	45.909327718604146	36.0	62.20472218790517	18.181818181818183	2339297.0
H5-T129G_S139_L099_R1_cmb	34.50801228724933	35.0	63.54908473599495	18.181818181818183	3067858.0
H6-T137G_S147_L099_R1_cmb	32.07358256488047	35.0	63.370585781008565	18.181818181818183	3305143.0
H7-T058F_S155_L099_R1_cmb	42.82472606717599	36.0	61.53139656525016	18.181818181818183	3241517.0
H8-T052G_S163_L099_R1_cmb	35.873802741785084	35.0	63.874660350491204	18.181818181818183	2547111.0
H9-T014F_S171_L099_R1_cmb	51.40883168475641	37.0	61.3305393388881	18.181818181818183	2347893.0
