"transcript" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "species" "geneID" "uniprot_accession" "protein.names" "GO.IDs" "GOterm.BP"
"MT_Pool_HQ_transcript/355824" 66.8741659703244 1.28394215416387 0.351436518901207 1.06797288306258e-05 0.00496047976256779 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/359132" 204.80474184571 -3.45971408071097 0.974997791034232 2.82625760549102e-08 6.1260703742132e-05 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/359220" 28.9024439868333 -2.3423899397254 0.596096937506524 3.15084023555446e-06 0.00227654041908135 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/362290" 38.9640422089719 -1.33370259329891 0.474126591614686 0.000171964054593792 0.0368645579891834 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/363486" 116.272872204312 0.416781335189095 0.132431243428101 0.000174897035521216 0.0370857757494335 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/365854" 15.3308361875562 4.70676358620424 1.17082532164247 1.86937992814536e-06 0.00165763016537544 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/366318" 24.2234850641051 -1.81876797977871 0.565009316513588 4.3683343033614e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/367847" 14.3054483866468 -1.18868828054641 0.361808756122784 4.39084736809037e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/367954" 9.9926363489865 -2.16381703799262 0.678075006800288 4.97786063804765e-05 0.0148558374140003 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/372109" 42.1167448883678 1.18695836129812 0.439453654898248 0.000249163077736196 0.0490977103078557 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/373450" 43.5304172056405 -1.76767697171714 0.238501222967591 0.000153166880040375 0.0343445919060648 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/376165" 54.4128944169284 -2.57494105947588 1.05356180305238 1.16124263906071e-07 0.000174257856944587 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/382901" 23.1884706435736 -0.70630209683469 0.621024668429043 4.88456939033519e-06 0.00295641846709681 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/383737" 472.925566306792 0.40549341811028 0.346640763096582 9.42536951503459e-08 0.000167154644090268 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/384362" 79.5586953190483 1.00784893801547 0.317501970065533 6.71652713737355e-05 0.0184543678022371 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/385235" 67.1677015013529 -0.0700037244535076 0.182590181063878 0.000112897013637144 0.0273274068922502 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/387736" 17.9000127767816 -1.91193225660505 1.31308236325508 2.09652066091621e-07 0.000266179105443305 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388440" 70.9695660059641 2.03229153448272 0.543584692476516 7.05852315572581e-06 0.00372155864113241 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388532" 139.199923577603 0.75617656387158 0.593519314147815 6.22523472983019e-07 0.000674677106164041 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388630" 45.2828337199566 1.56444249516887 0.420396940560681 7.99708193674556e-06 0.00410544932689559 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390659" 161.385818356154 0.842405325829595 0.25359517431793 4.39120434442775e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390744" 63.093250808106 -1.00907440675339 0.350630704935039 0.000161424360829428 0.03538276888832 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390836" 379.917579690156 -2.14028259941112 0.573691336602772 6.91478503582222e-06 0.00372155864113241 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390941" 27.0757823721224 -1.08087884991612 0.324008130313086 3.67236422381236e-05 0.0127929430853806 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/391479" 65.3730752525072 -0.74967841844984 0.314667684720552 9.92912110981375e-06 0.00484243236525616 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/392260" 108.505756567871 -2.6251308148648 0.472468390358874 1.14975578302348e-09 3.73823930253701e-06 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/392729" 28.2691109066474 -4.3372379349078 0.974368973666904 1.12370129536304e-14 1.26083525683055e-10 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/393261" 58.4009843194693 2.04570284408724 0.70540788132763 0.000118797826506869 0.027921783126458 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/393701" 73.1891920491238 -1.28528944959901 0.544993426858209 8.86037720756495e-05 0.0230464318086903 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/394698" 40.8081751958001 -0.0635765174559765 0.178585531916645 2.53955801451492e-06 0.00206423740613154 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/395815" 57.6064831177172 0.81200925238628 0.670110067175459 7.39229077133111e-05 0.0197546312831681 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/396103" 13.7782429383116 -0.139416377409978 0.270752498640993 0.000129829479199512 0.0294501567467917 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/396619" 493.564827977858 -2.55533263010168 0.694620551243682 1.29263405457304e-14 1.26083525683055e-10 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/398496" 39.7661129793495 -1.63168335416271 0.394012538272544 1.4274972079625e-06 0.00132607693013964 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/399046" 21.4792525886293 -0.15062067885592 0.29601091234058 0.00012639924373939 0.0293547196055717 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/399875" 17.5391867004678 -3.88703849391177 1.33990061272504 0.000242274731333075 0.0489333998085723 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/401272" 18.2987357107791 1.99898799777055 0.263739622050374 1.32426640809076e-06 0.00129168945445173 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/401977" 14.5517711903055 -2.17772161557463 0.68243575271817 5.01567934129394e-05 0.0148558374140003 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/405193" 18.1843969227806 5.13794414529722 1.32641392593291 3.02097709243116e-06 0.00226666235073643 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/405207" 27.5329408979099 1.87979748296288 0.759062708223352 1.0950102097088e-06 0.00112428732478943 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/405474" 55.2651775256792 -2.63307324093473 0.758080306407647 1.66483455221108e-05 0.00691012605202846 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/406314" 180.234371407578 -2.58112305918431 1.06020578099853 3.35262244803392e-06 0.00233581995415163 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/406856" 71.2305420170382 -1.5876898495255 0.399120025559448 2.83449025488357e-06 0.00221180943569075 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/407368" 9.85738769700909 4.50189726073453 1.30124021176129 2.11298386362367e-05 0.0080823704336413 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/408810" 365.254936827188 -2.00806850536093 0.824348781503504 2.10971740917195e-12 1.37187890727088e-08 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/410094" 23.8412307962579 0.06691727864481 0.628212641635784 5.73003254795928e-08 0.00011178147494559 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/410356" 107.231454587296 0.54389938983174 0.153643612036768 3.06268099173283e-05 0.0110642186642082 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/411143" 43.1736608822318 2.12706880014535 0.466912352064347 2.18313803931355e-07 0.000266179105443305 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/411444" 11.2436739437478 1.50846954077227 0.392521012857818 5.47226486484963e-06 0.00313979244069078 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/50139" 41.6535030968378 0.00801712630060014 0.315245844874319 3.91948761472785e-06 0.00253402737147769 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/599" 16.5241835165582 -0.28106961073443 0.538349096687276 4.95691400690998e-05 0.0148558374140003 NA NA NA NA NA NA
