mussel,mussel_trt,paired,n_threads_pre,n_threads_post,adhesion_kpa_pre,adhesion_kpa_post,adhesion_kpa_change,adhesion_kpa_pct_change,adhesion_kpa_direction,adhesion_kpa_vs_control,adhesion_kpa_rel_direction,max_force_pre,max_force_post,max_force_change,max_force_pct_change,max_force_direction,max_force_vs_control,max_force_rel_direction,pad_area_pre,pad_area_post,pad_area_change,pad_area_pct_change,pad_area_direction,pad_area_vs_control,pad_area_rel_direction,max_displacement_pre,max_displacement_post,max_displacement_change,max_displacement_pct_change,max_displacement_direction,max_displacement_vs_control,max_displacement_rel_direction,response_class,response_score
T136,control,TRUE,2,3,86.8421052631579,113.16383300641795,0.2647450305813094,30.309868310420647,increased,36.108285163210226,above_control,0.1875,0.2683333333333333,0.3584511433399881,43.11111111111111,increased,44.53854968986471,above_control,2.1399999999999997,2.34,0.08934510033584996,9.345794392523374,increased,-9.913929603399854,below_control,0.13588,0.15990333333333334,0.02402333333333334,17.679815523501134,increased,25.61260999130393,above_control,stronger,1.0433480391833934
T014,OA,TRUE,3,3,67.16748652857129,46.10613808655988,-0.37624321067166505,-31.3564635667176,decreased,-25.55804671392802,below_control,0.225,0.21166666666666667,-0.06108769197983815,-5.9259259259259265,decreased,-4.498487347172326,below_control,3.2733333333333334,4.68,0.3574892762312904,42.97352342158858,increased,23.713799425665353,above_control,0.15344666666666668,0.16848333333333332,0.015036666666666643,9.799278793934901,increased,17.732073261737696,above_control,weaker,0.607548808972925
T015,OA,TRUE,3,3,81.61149424014266,92.53983270582088,0.12566906283707804,13.390685426640363,increased,19.18910227942994,above_control,0.22666666666666668,0.29333333333333333,0.2578291093020997,29.411764705882344,increased,30.839203284635943,above_control,2.8466666666666667,3.1566666666666667,0.10336789939750839,10.88992974238876,increased,-8.369794253534467,below_control,0.12701666666666667,0.13928666666666667,0.012270000000000003,9.66014958666842,increased,17.592944054471218,above_control,stronger,0.9074223601749789
T016,OA,TRUE,3,3,99.29202285749304,55.47755473462632,-0.5820867143058294,-44.126876320921156,decreased,-38.32845946813158,below_control,0.19833333333333333,0.14500000000000002,-0.3132153744569456,-26.890756302520998,decreased,-25.463317723767396,below_control,2.0033333333333334,2.4266666666666667,0.1917061136614784,21.13144758735441,increased,1.8717235914311807,above_control,0.14506333333333332,0.09365666666666667,-0.051406666666666656,-35.43739516073438,decreased,-27.504600692931586,below_control,weaker,0.19255169523206037
T017,OA,TRUE,3,3,118.13816521248373,33.40702706517309,-1.263088562111517,-71.72207050525367,decreased,-65.9236536524641,below_control,0.38666666666666666,0.12166666666666667,-1.1562779305179187,-68.5344827586207,decreased,-67.1070441798671,below_control,3.2533333333333334,3.9699999999999998,0.19908598294220747,22.02868852459015,increased,2.768964528666924,above_control,0.15206,0.11130666666666666,-0.040753333333333336,-26.800824236047177,decreased,-18.86802976824438,below_control,weaker,-0.740464187402208
T019,OA,TRUE,3,3,97.72113668333392,50.4823365934477,-0.6604943736952362,-48.34041200622124,decreased,-42.541995153431664,below_control,0.17333333333333334,0.11333333333333334,-0.42488319396526597,-34.61538461538461,decreased,-33.18794603663101,below_control,1.7866666666666666,2.3533333333333335,0.27548107642244013,31.716417910447774,increased,12.456693914524546,above_control,0.12329666666666667,0.12714333333333333,0.003846666666666665,3.11984644083376,increased,11.052640908636556,above_control,weaker,0.14249349859190155
T021,OA,TRUE,3,3,107.44004507102221,32.12713031455989,-1.2072321174039087,-70.09762021849251,decreased,-64.29920336570294,below_control,0.2733333333333333,0.08666666666666667,-1.148622709242771,-68.29268292682926,decreased,-66.86524434807566,below_control,2.4966666666666666,2.7066666666666666,0.08076135664445838,8.411214953271028,increased,-10.8485090426522,below_control,0.14951,0.13870333333333332,-0.010806666666666687,-7.228056094352676,decreased,0.7047383734501205,above_control,weaker,-0.7966075724862501
T023,OA,TRUE,3,3,90.72225517368982,52.24636474636475,-0.5518323840947144,-42.41064152744231,decreased,-36.61222467465273,below_control,0.35,0.17833333333333334,-0.6742786962555624,-49.047619047619044,decreased,-47.62018046886544,below_control,3.763333333333333,3.4066666666666667,-0.09957079338601221,-9.47741364038972,decreased,-28.737137636312948,below_control,0.14737333333333333,0.10091666666666667,-0.04645666666666666,-31.523115896136794,decreased,-23.590321428333997,below_control,weaker,-0.24752402626768705
T025,OA,TRUE,3,3,99.0455580582818,82.70519635269451,-0.18029749286536018,-16.497823855939156,decreased,-10.69940700314958,below_control,0.26666666666666666,0.26,-0.025317807984289783,-2.499999999999995,decreased,-1.072561421246395,below_control,2.7399999999999998,3.1,0.12344419109112176,13.138686131386873,increased,-6.121037864536355,below_control,0.14317000000000002,0.08694,-0.056230000000000016,-39.27498777676888,decreased,-31.342193308966085,below_control,weaker,0.5612543121697943
T026,OA,TRUE,3,3,37.83705478383858,39.84397492800408,0.05168229228230327,5.304113006762667,increased,11.102529859552245,above_control,0.11833333333333333,0.12833333333333333,0.08112554481236832,8.450704225352109,increased,9.878142804105709,above_control,3.1133333333333333,3.2666666666666666,0.048076133435774916,4.925053533190578,increased,-14.33467046273265,below_control,0.11476,0.10893,-0.005830000000000002,-5.080167305681424,decreased,2.8526271621213732,above_control,stronger,0.7080617484385137
T027,OA,TRUE,3,3,70.16833215186786,33.9815379593553,-0.7250797243615721,-51.5714041972555,decreased,-45.77298734446592,below_control,0.22666666666666666,0.09333333333333334,-0.8873031950009027,-58.823529411764696,decreased,-57.396090833011094,below_control,3.2533333333333334,2.98,-0.08775681123957842,-8.401639344262298,decreased,-27.661363340185524,below_control,0.11825,0.16266666666666665,0.04441666666666666,37.56166314305849,increased,45.49445761086129,above_control,weaker,-0.4760155588513231
T118,OA,TRUE,3,3,86.46346726217438,52.29626080972938,-0.5027971074545534,-39.516350123738675,decreased,-33.717933270949096,below_control,0.23833333333333334,0.17333333333333334,-0.3184537311185346,-27.272727272727273,decreased,-25.84528869397367,below_control,2.6866666666666665,3.5166666666666666,0.26921230340353863,30.89330024813896,increased,11.633576252215732,above_control,0.15257,0.11115666666666667,-0.041413333333333344,-27.143824692490885,decreased,-19.211030224688088,below_control,weaker,0.29956182231157336
T119,OA,TRUE,3,3,67.60818760841093,67.77292273546955,0.0024336513114126793,0.2436615044508688,increased,6.042078357240446,above_control,0.21333333333333335,0.21166666666666667,-0.007843177461025893,-0.781250000000005,decreased,0.6461885787535951,above_control,3.066666666666667,2.9533333333333336,-0.037656719438005054,-3.6956521739130417,decreased,-22.95537616983627,below_control,0.11137666666666667,0.11464,0.0032633333333333403,2.9299973064376204,increased,10.862791774240417,above_control,mixed,0.5539979854377624
T120,OA,FALSE,0,3,,64.92169848743553,,,,,,,0.14666666666666667,,,,,,,2.27,,,,,,,0.10652,,,,,,,
T029,OW,TRUE,3,3,124.57102902182996,87.63530397007807,-0.3516921373436249,-29.650333100547186,decreased,-23.851916247757607,below_control,0.4033333333333333,0.2733333333333333,-0.38907129833248805,-32.231404958677686,decreased,-30.803966379924084,below_control,3.353333333333333,3.18,-0.05307367921139786,-5.168986083498993,decreased,-24.42871007942222,below_control,0.13618666666666665,0.11428333333333333,-0.021903333333333316,-16.083317015860572,decreased,-8.150522548057776,below_control,weaker,0.08901602776051858
T030,OW,TRUE,1,3,76.51245551601424,134.65154238723943,0.5652367291982554,75.98643446890361,increased,81.78485132169318,above_control,0.43,0.21333333333333335,-0.7009293210020001,-50.3875968992248,decreased,-48.9601583204712,below_control,5.62,1.6199999999999999,-1.2439055146613072,-71.17437722419929,decreased,-90.43410122012251,below_control,0.20185,0.11271333333333333,-0.08913666666666667,-44.15985467756585,decreased,-36.22706020976305,below_control,mixed,-0.5028919834872552
T031,OW,TRUE,3,3,68.82135653008908,53.28695264045959,-0.25582260123230965,-22.572068719450133,decreased,-16.773651866660558,below_control,0.2516666666666667,0.21,-0.18099792986344654,-16.556291390728493,decreased,-15.128852811974893,below_control,3.79,4.133333333333333,0.08671816484854636,9.058927000879494,increased,-10.200796995043733,below_control,0.13548,0.11886000000000001,-0.016619999999999982,-12.267493356953043,decreased,-4.334698889150246,below_control,weaker,0.38894031421426456
T033,OW,TRUE,3,3,61.69160512067283,13.01149764061756,-1.5563144615478652,-78.90880353142664,decreased,-73.11038667863707,below_control,0.28833333333333333,0.055,-1.6567840330312986,-80.92485549132948,decreased,-79.49741691257589,below_control,4.676666666666667,4.1433333333333335,-0.12108498859174983,-11.40413399857448,decreased,-30.663857994497707,below_control,0.12279,0.17875,0.055959999999999996,45.573743790210926,increased,53.50653825801372,above_control,weaker,-1.4870455242845966
T034,OW,TRUE,3,3,63.718578654613346,40.043736713111535,-0.46450390408631675,-37.15532022431217,decreased,-31.35690337152259,below_control,0.25666666666666665,0.13666666666666666,-0.6302333551493762,-46.753246753246756,decreased,-45.325808174493154,below_control,4.016666666666667,3.6233333333333335,-0.10305795880354592,-9.792531120331944,decreased,-29.05225511625517,below_control,0.11417666666666666,0.09162333333333333,-0.022553333333333328,-19.75301433451084,decreased,-11.820219866708044,below_control,weaker,-0.16983650166201614
T035,OW,FALSE,0,3,,42.05360895934666,,,,,,,0.10833333333333334,,,,,,,2.9033333333333333,,,,,,,0.10055333333333333,,,,,,,
T036,OW,TRUE,3,3,60.615951537608076,25.933924144539976,-0.8490061609505363,-57.21600752493386,decreased,-51.41759067214428,below_control,0.32333333333333336,0.08833333333333333,-1.2975662455112065,-72.68041237113403,decreased,-71.25297379238043,below_control,4.93,3.29,-0.40445142327731815,-33.265720081135896,decreased,-52.52544407705912,below_control,0.12595,0.15223,0.026279999999999998,20.86542278682016,increased,28.79821725462296,above_control,weaker,-1.0607581682277256
T037,OW,TRUE,3,3,80.87872799351665,25.139278335301064,-1.1685193505906155,-68.91731737260227,decreased,-63.11890051981269,below_control,0.20666666666666667,0.06333333333333332,-1.1826954058786512,-69.35483870967742,decreased,-67.92740013092383,below_control,2.5833333333333335,2.43,-0.061189297344688816,-5.935483870967741,decreased,-25.195207866890968,below_control,0.10972666666666667,0.12723666666666666,0.017509999999999998,15.95783461935719,increased,23.890629087159986,above_control,weaker,-0.9081010578076508
T038,OW,TRUE,2,3,53.58436853002071,21.705558013361912,-0.903689036242475,-59.49274273671557,decreased,-53.69432588392599,below_control,0.17500000000000002,0.065,-0.9903987040278771,-62.85714285714286,decreased,-61.42970427838926,below_control,3.125,3.276666666666667,0.04739236230260065,4.853333333333339,increased,-14.406390662589889,below_control,0.12476999999999999,0.13400666666666666,0.00923666666666667,7.40295477011034,increased,15.335749237913138,above_control,weaker,-0.540410036893087
T039,OW,TRUE,3,3,49.71455687543272,72.78874269005848,0.3812635247721754,46.4133389993631,increased,52.21175585215268,above_control,0.165,0.17333333333333334,0.04927104900678263,5.050505050505049,increased,6.477943629258649,above_control,3.333333333333333,2.353333333333333,-0.34814004148889505,-29.400000000000002,decreased,-48.65972399592323,below_control,0.11281333333333333,0.22481,0.11199666666666667,99.27609029665524,increased,107.20888476445803,above_control,stronger,0.5708078729191629
T040,OW,TRUE,3,3,89.55183301961173,33.133376811230676,-0.9942764603242183,-63.0008949074504,decreased,-57.20247805466082,below_control,0.29833333333333334,0.07833333333333334,-1.3372382041306965,-73.74301675977654,decreased,-72.31557818102294,below_control,3.32,2.4266666666666667,-0.3134462093879121,-26.90763052208835,decreased,-46.16735451801158,below_control,0.12063333333333333,0.24308,0.12244666666666666,101.50317767339044,increased,109.43597214119323,above_control,weaker,-1.1007644676501067
T041,OW,TRUE,2,3,98.33058154467071,45.65549824068835,-0.7672110398118304,-53.56938042724026,decreased,-47.77096357445068,below_control,0.25,0.08166666666666667,-1.118814995985629,-67.33333333333333,decreased,-65.90589475457973,below_control,2.565,1.8333333333333333,-0.33582267505241736,-28.525016244314493,decreased,-47.784740240237724,below_control,0.140265,0.12213333333333333,-0.01813166666666667,-12.926722038047032,decreased,-4.993927570244235,below_control,weaker,-0.8446899475447425
T042,OW,TRUE,3,3,88.12118562075192,43.104763182882095,-0.7150794707720727,-51.084676313375404,decreased,-45.286259460585825,below_control,0.23500000000000001,0.13666666666666666,-0.5420406431139152,-41.84397163120568,decreased,-40.41653305245208,below_control,2.6133333333333333,3.1866666666666665,0.1983488927009935,21.93877551020408,increased,2.6790515142808538,above_control,0.15407333333333334,0.19158666666666666,0.037513333333333315,24.34771321015965,increased,32.28050767796245,above_control,weaker,-0.02548339482369961
T089,OW,FALSE,0,3,,77.73797481959838,,,,,,,0.17,,,,,,,2.223333333333333,,,,,,,0.0874,,,,,,,
T090,OW,FALSE,0,5,,72.23639518091363,,,,,,,0.254,,,,,,,3.476,,,,,,,0.165914,,,,,,,
T091,OW,FALSE,0,3,,58.374299477311695,,,,,,,0.11333333333333334,,,,,,,1.9833333333333334,,,,,,,0.13391666666666666,,,,,,,
T092,OW,FALSE,0,3,,40.82773377488143,,,,,,,0.11333333333333334,,,,,,,2.93,,,,,,,0.13390666666666667,,,,,,,
T093,OW,FALSE,0,3,,73.4028568330894,,,,,,,0.22333333333333333,,,,,,,3.05,,,,,,,0.17297333333333334,,,,,,,
T121,OW,FALSE,0,3,,20.527505558391105,,,,,,,0.051666666666666666,,,,,,,2.5966666666666667,,,,,,,0.17650666666666667,,,,,,,
T122,OW,FALSE,0,3,,49.80687555973122,,,,,,,0.09666666666666666,,,,,,,1.9533333333333334,,,,,,,0.18780666666666665,,,,,,,
T123,OW,FALSE,0,3,,34.980764606709265,,,,,,,0.09333333333333334,,,,,,,2.6766666666666667,,,,,,,0.18154666666666666,,,,,,,
T124,OW,FALSE,0,2,,43.723148433261485,,,,,,,0.16,,,,,,,3.6950000000000003,,,,,,,0.11830500000000001,,,,,,,
T046,DO,TRUE,2,3,109.43211608758261,121.11573601403178,0.10144217182375076,10.676591428697524,increased,16.4750082814871,above_control,0.40249999999999997,0.15166666666666667,-0.9760099665757772,-62.31884057971014,decreased,-60.89140200095654,below_control,3.6799999999999997,1.3366666666666667,-1.0127337995304715,-63.67753623188405,decreased,-82.93726022780727,below_control,0.12026,0.1455,0.025239999999999985,20.98785963745217,increased,28.920654105254968,above_control,mixed,-0.7706938548596364
T047,DO,TRUE,3,3,63.83528361555776,45.423874371242796,-0.34026823817442065,-28.84205756051155,decreased,-23.04364070772197,below_control,0.32166666666666666,0.058333333333333334,-1.7073421274154719,-81.86528497409326,decreased,-80.43784639533966,below_control,5.016666666666667,1.2966666666666666,-1.3529688335645298,-74.15282392026579,decreased,-93.41254791618901,below_control,0.15099666666666667,0.20447333333333334,0.05347666666666667,35.415792843109124,increased,43.348587310911924,above_control,weaker,-1.767370747025983
T049,DO,TRUE,3,3,34.88084518197342,61.964807616981524,0.5746287749256825,77.64709339384132,increased,83.44551024663089,above_control,0.15,0.11333333333333333,-0.2803019651541584,-24.444444444444443,decreased,-23.01700586569084,below_control,4.136666666666667,2.0733333333333333,-0.6907326924654278,-49.87912973408542,decreased,-69.13885373000865,below_control,0.09676,0.13963333333333333,0.04287333333333333,44.3089430894309,increased,52.24173755723369,above_control,mixed,0.2082857782792539
T051,DO,TRUE,1,3,98.30866807610994,56.43632454263955,-0.5549991997176345,-42.5927279383473,decreased,-36.79431108555772,below_control,0.465,0.23166666666666666,-0.6967378486906739,-50.17921146953405,decreased,-48.75177289078045,below_control,4.73,4.373333333333333,-0.07839970765600843,-7.54052149400988,decreased,-26.800245489933108,below_control,0.13589,0.19118333333333334,0.05529333333333333,40.68977359138519,increased,48.622568059187984,above_control,weaker,-0.24647408080194688
T052,DO,TRUE,3,3,47.9653031581815,80.96990494897241,0.5235996431390652,68.80932594535533,increased,74.6077427981449,above_control,0.17833333333333334,0.21833333333333332,0.2023684887392452,22.429906542056063,increased,23.85734512080966,above_control,3.6766666666666667,2.7866666666666666,-0.2771604061688009,-24.20670897552131,decreased,-43.46643297144453,below_control,0.12239,0.09469333333333334,-0.02769666666666666,-22.629844486205297,decreased,-14.6970500184025,below_control,stronger,0.8095418411377909
T055,DO,TRUE,2,3,56.20659722222223,70.16396625366232,0.22180073971176142,24.832261195704998,increased,30.630678048494573,above_control,0.3025,0.16833333333333333,-0.5861351368636459,-44.352617079889804,decreased,-42.9251785011362,below_control,5.4399999999999995,2.5,-0.7774883289936961,-54.04411764705882,decreased,-73.30384164298205,below_control,0.12881,0.09462333333333334,-0.03418666666666667,-26.540382475480683,decreased,-18.607588007677887,below_control,mixed,-0.2661036109275907
T056,DO,TRUE,3,3,53.91569800787246,45.46136363115892,-0.17055886444015572,-15.68065459428734,decreased,-9.882237741497763,below_control,0.195,0.13666666666666666,-0.35545468753350307,-29.914529914529922,decreased,-28.48709133577632,below_control,3.5566666666666666,3.1133333333333333,-0.13312981307291075,-12.46485473289597,decreased,-31.724578728819196,below_control,0.12100999999999999,0.09625666666666667,-0.02475333333333332,-20.45560972922347,decreased,-12.522815261420675,below_control,weaker,0.1558047258326317
T057,DO,TRUE,3,3,32.39004223724088,59.91385432484909,0.6150567320733615,84.97615373888691,increased,90.77457059167648,above_control,0.10666666666666667,0.12166666666666667,0.13157635778871926,14.062499999999998,increased,15.489938578753598,above_control,3.276666666666667,2.0733333333333333,-0.45766902740798726,-36.72431332655138,decreased,-55.984037322474606,below_control,0.12489666666666667,0.14166,0.01676333333333334,13.421761989911664,increased,21.35455645771446,above_control,stronger,0.6762955100508969
T058,DO,TRUE,2,3,57.311133545518295,21.244716708340295,-0.9923866685923564,-62.93090819523386,decreased,-57.13249134244428,below_control,0.2075,0.085,-0.8924800831804365,-59.03614457831325,decreased,-57.608705999559646,below_control,3.6900000000000004,4.006666666666667,0.08233318238651599,8.581752484191501,increased,-10.677971511731727,below_control,0.122485,0.12534,0.0028550000000000103,2.3308976609380827,increased,10.26369212874088,above_control,weaker,-0.5052555304079511
T094,DO,FALSE,0,3,,123.2782663137824,,,,,,,0.14333333333333334,,,,,,,1.2133333333333334,,,,,,,0.09194000000000001,,,,,,,
T110,DO,TRUE,2,3,98.16715326314548,57.43628364836558,-0.5359954483196703,-41.49134232872915,decreased,-35.69292547593957,below_control,0.2575,0.11833333333333333,-0.7775142192964848,-54.045307443365694,decreased,-52.61786886461209,below_control,2.605,2.09,-0.22026860922861066,-19.769673704414593,decreased,-39.029397700337825,below_control,0.14354,0.14988,0.006340000000000012,4.41688727880731,increased,12.349681746610106,above_control,weaker,-0.3989746567491283
T111,DO,TRUE,3,3,74.02207965925692,24.54583537308598,-1.103821221193866,-66.83984631872421,decreased,-61.041429465934634,below_control,0.21166666666666667,0.07333333333333333,-1.0599974525403302,-65.35433070866142,decreased,-63.92689212990782,below_control,3.05,2.9233333333333333,-0.04241707290333816,-4.153005464480868,decreased,-23.412729460404094,below_control,0.13025,0.13441333333333333,0.0041633333333333244,3.196417146513109,increased,11.129211614315906,above_control,weaker,-0.7773048458096016
T112,DO,TRUE,3,3,92.03353008689949,124.93899171166385,0.30567258373563483,35.75377538348742,increased,41.552192236277,above_control,0.23833333333333334,0.20833333333333331,-0.13453089295760623,-12.587412587412597,decreased,-11.159974008658997,below_control,2.6766666666666667,2.1566666666666667,-0.2160084194458611,-19.42714819427148,decreased,-38.686872190194705,below_control,0.14912,0.12121666666666667,-0.027903333333333336,-18.71199928469242,decreased,-10.779204816889624,below_control,mixed,0.5162679597806139
T125,DO,FALSE,0,2,,96.80538882219554,,,,,,,0.14750000000000002,,,,,,,1.5,,,,,,,0.07719,,,,,,,
