LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_at_floor,floor_flag,tested
LOC134721102,Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160),DEG_union,45,0,0,ok,TRUE
LOC134721140,NA,DEG_union,45,0,0,ok,TRUE
LOC134721207,Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (Solute carrier family 7 member 8),DEG_union,45,0,0,ok,TRUE
LOC134721274,Zinc finger CCCH domain-containing protein 18,DEG_union,45,0,0,ok,TRUE
LOC134721294,Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (Thymus-expressed acidic protein) (TEAP) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1),DEG_union,45,0,0,ok,TRUE
LOC134721315,Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GSTM4-4) (Glutathione transferase GSTM7-7) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20),candidate,45,0,0,ok,TRUE
LOC134721338,Tyrosinase 2,candidate,45,0,0,ok,TRUE
LOC134721362,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein),candidate,45,0,0,ok,TRUE
LOC134721377,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",candidate,45,0,0,ok,TRUE
LOC134721406,Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3),DEG_union,45,0,0,ok,TRUE
LOC134721489,UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT),DEG_union,45,0,0,ok,TRUE
LOC134721550,Nuclear hormone receptor family member nhr-48,DEG_union,45,0,0,ok,TRUE
LOC134721566,Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF),candidate,45,0,0,ok,TRUE
LOC134721622,NA,DEG_union,45,0,0,ok,TRUE
LOC134721694,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta),DEG_union,45,0,0,ok,TRUE
LOC134721793,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),DEG_union,45,0,0,ok,TRUE
LOC134721799,NA,DEG_union,45,0,0,ok,TRUE
LOC134721830,Calbindin-32,DEG_union,45,0,0,ok,TRUE
LOC134721921,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),candidate,45,0,0,ok,TRUE
LOC134721963,Sperm surface protein Sp17 (Sperm autoantigenic protein 17),DEG_union,45,0,0,ok,TRUE
LOC134721964,NA,DEG_union,45,0,0,ok,TRUE
LOC134721973,Hydrocephalus-inducing protein homolog,DEG_union,45,0,0,ok,TRUE
LOC134722016,NA,DEG_union,45,0,0,ok,TRUE
LOC134722086,Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17),DEG_union,45,0,0,ok,TRUE
LOC134722124,Hypoxia up-regulated protein 1,candidate,45,0,0,ok,TRUE
LOC134722127,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),DEG_union,45,0,0,ok,TRUE
LOC134722146,Dynein regulatory complex subunit 4 (Growth arrest-specific protein 11) (GAS-11) (Growth arrest-specific protein 8) (GAS-8),DEG_union,45,0,0,ok,TRUE
LOC134722163,Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha) (TNaK1-alpha),DEG_union,45,0,0,ok,TRUE
LOC134722182,NA,DEG_union,45,0,0,ok,TRUE
LOC134722190,Protein FAM210A,DEG_union,45,0,0,ok,TRUE
LOC134722221,NA,DEG_union,45,0,0,ok,TRUE
LOC134722222,CCAAT/enhancer-binding protein gamma (C/EBP gamma) (Granulocyte colony-stimulating factor promoter element 1-binding protein) (GPE1-BP) (GPE1-binding protein) (Immunoglobulin enhancer-binding protein 1) (IG/EBP-1),DEG_union,45,0,0,ok,TRUE
LOC134722735,Spermatogenesis-associated protein 1,DEG_union,45,0,0,ok,TRUE
LOC134723224,V-type proton ATPase subunit S1 (V-ATPase subunit S1) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1),DEG_union,45,0,0,ok,TRUE
LOC134723308,Pre-rRNA-processing protein TSR1 homolog,DEG_union,45,0,0,ok,TRUE
LOC134723310,NA,DEG_union,45,0,0,ok,TRUE
LOC134723868,CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9),DEG_union,45,0,0,ok,TRUE
LOC134724433,Guanine nucleotide-binding protein-like 3 homolog (Nucleostemin-1),DEG_union,45,0,0,ok,TRUE
LOC134724501,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),candidate,45,0,0,ok,TRUE
LOC134724522,GTP-binding protein 1,DEG_union,45,0,0,ok,TRUE
LOC134724598,Folliculin-interacting protein 1,DEG_union,45,0,0,ok,TRUE
LOC134724653,NA,DEG_union,45,0,0,ok,TRUE
LOC134724725,NA,DEG_union,45,0,0,ok,TRUE
LOC134724736,IQ domain-containing protein E,DEG_union,45,0,0,ok,TRUE
LOC134724759,"Dynein beta chain, ciliary",DEG_union,45,0,0,ok,TRUE
LOC134724767,NA,DEG_union,45,0,0,ok,TRUE
LOC134724787,Alcohol dehydrogenase class-3 chain H (EC 1.1.1.1) (Alcohol dehydrogenase class-III chain H) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284),candidate,45,0,0,ok,TRUE
LOC134724883,Tubulin alpha-1 chain (EC 3.6.5.-),DEG_union,45,0,0,ok,TRUE
LOC134724884,Tubulin alpha-1 chain (EC 3.6.5.-),DEG_union,45,0,0,ok,TRUE
LOC134724944,NA,DEG_union,45,0,0,ok,TRUE
LOC134724954,Cerebellar degeneration-related protein 2,DEG_union,45,0,0,ok,TRUE
LOC134725089,Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)],DEG_union,45,0,0,ok,TRUE
LOC134725101,RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A),DEG_union,45,0,0,ok,TRUE
LOC134725135,NA,DEG_union,45,0,0,ok,TRUE
LOC134725152,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",candidate,45,0,0,ok,TRUE
LOC134725463,Hepatocyte growth factor-regulated tyrosine kinase substrate,DEG_union,45,0,0,ok,TRUE
LOC134725486,NA,DEG_union,45,0,0,ok,TRUE
LOC134725490,NA,DEG_union,45,0,0,ok,TRUE
LOC134725495,Lethal(2) giant larvae protein homolog 1 (LLGL) (Mgl-1) (Mlgl),DEG_union,45,0,0,ok,TRUE
LOC134725540,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),candidate,45,0,0,ok,TRUE
LOC134725551,NA,DEG_union,45,0,0,ok,TRUE
LOC134725611,Leukocyte receptor cluster member 9,DEG_union,45,0,0,ok,TRUE
LOC134725633,Zinc finger SWIM domain-containing protein 8,DEG_union,45,0,0,ok,TRUE
LOC134725659,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2),DEG_union,45,0,0,ok,TRUE
LOC134725661,Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I),DEG_union,45,0,0,ok,TRUE
LOC134725758,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),candidate,45,0,0,ok,TRUE
LOC134725790,Dynein axonemal heavy chain 3 (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b),DEG_union,45,0,0,ok,TRUE
LOC134725830,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),candidate,45,0,0,ok,TRUE
LOC134725835,Heterochromatin protein 1-binding protein 3,DEG_union,45,0,0,ok,TRUE
LOC134725842,Interferon regulatory factor 2 (IRF-2),DEG_union,45,0,0,ok,TRUE
LOC134725878,FAD-dependent oxidoreductase domain-containing protein 2,DEG_union,45,0,0,ok,TRUE
LOC134725888,Probable helicase with zinc finger domain (EC 3.6.4.-) (Down-regulated in human cancers protein),DEG_union,45,0,0,ok,TRUE
LOC134725891,NA,DEG_union,45,0,0,ok,TRUE
LOC134725898,NA,DEG_union,45,0,0,ok,TRUE
LOC134725910,Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase),candidate,45,0,0,ok,TRUE
LOC134725956,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),DEG_union,45,0,0,ok,TRUE
LOC134725982,E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598),DEG_union,45,0,0,ok,TRUE
LOC134725988,NA,DEG_union,45,0,0,ok,TRUE
LOC134726510,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (EC 3.6.5.-) (G1 to S phase transition protein 1 homolog),DEG_union,45,0,0,ok,TRUE
LOC134728130,Dynein regulatory complex protein 11 (IQ and AAA domain-containing protein 1),DEG_union,45,0,0,ok,TRUE
LOC134728203,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",candidate,45,0,0,ok,TRUE
LOC134728292,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",DEG_union,45,0,0,ok,TRUE
